0.000000 0.964071
1.000000 0.842238
2.000000 0.776571
3.000000 0.723412
4.000000 0.828787
5.000000 0.877213
6.000000 0.935776
7.000000 0.977595
8.000000 0.903043
9.000000 0.824999
10.000000 0.810261
11.000000 0.878913
12.000000 0.923796
13.000000 0.946585
14.000000 0.944856
15.000000 0.912894
16.000000 0.858522
17.000000 0.738753
18.000000 0.625672
19.000000 0.585871
20.000000 0.685030
21.000000 0.866437
22.000000 0.959079
23.000000 1.014890
24.000000 1.187340
25.000000 1.383591
26.000000 1.498769
27.000000 1.586679
28.000000 1.649447
29.000000 1.652122
30.000000 1.759647
31.000000 1.994832
32.000000 2.007582
33.000000 1.908890
34.000000 1.957472
35.000000 1.893006
36.000000 1.804036
37.000000 1.585040
38.000000 1.379895
39.000000 1.340266
40.000000 1.353863
41.000000 1.201326
42.000000 1.067301
43.000000 1.047606
44.000000 0.964972
45.000000 0.857483
46.000000 0.717353
47.000000 0.592505
48.000000 0.417287
49.000000 0.273180
50.000000 0.216404
51.000000 0.240587
52.000000 0.269157
53.000000 0.220955
54.000000 0.155654
55.000000 0.168901
56.000000 0.195566
57.000000 0.143784
58.000000 0.017570
59.000000 -0.140400
60.000000 -0.286637
61.000000 -0.475197
62.000000 -0.682226
63.000000 -0.781677
64.000000 -0.800768
65.000000 -0.844097
66.000000 -1.056398
67.000000 -1.160563
68.000000 -1.163060
69.000000 -1.286752
70.000000 -1.426386
71.000000 -1.590150
72.000000 -1.579986
73.000000 -1.385343
74.000000 -1.213832
75.000000 -1.047424
76.000000 -0.840143
77.000000 -0.593072
78.000000 -0.421617
79.000000 -0.210429
80.000000 -0.078903
81.000000 -0.036093
82.000000 0.211049
83.000000 0.475688
84.000000 0.585209
85.000000 0.749312
86.000000 0.754759
87.000000 0.675990
88.000000 0.435985
89.000000 0.379444
90.000000 0.448190
91.000000 0.506785
92.000000 0.593231
93.000000 0.683677
94.000000 0.661911
95.000000 0.537722
96.000000 0.308391
97.000000 0.018254
98.000000 -0.021498
99.000000 0.030166
