0.000000,-0.855084
1.000000,-0.765936
2.000000,-0.281486
3.000000,0.194005
4.000000,0.685607
5.000000,0.505449
6.000000,-0.459915
7.000000,-1.447920
8.000000,-2.293898
9.000000,-2.500638
10.000000,-2.545491
11.000000,-1.894528
12.000000,-1.064559
13.000000,-0.418122
14.000000,-0.340774
15.000000,-0.187545
16.000000,-0.567366
17.000000,-0.706127
18.000000,-0.708568
19.000000,-1.152157
20.000000,-1.561952
21.000000,-1.325810
22.000000,-0.798251
23.000000,-0.005475
24.000000,0.234265
25.000000,0.092073
26.000000,-0.408185
27.000000,-1.075114
28.000000,-1.785395
29.000000,-2.306399
30.000000,-2.553595
31.000000,-2.346139
32.000000,-1.905203
33.000000,-1.085711
34.000000,-0.821766
35.000000,-0.277320
36.000000,-0.332006
37.000000,-0.925510
38.000000,-1.814793
39.000000,-2.061827
40.000000,-1.942947
41.000000,-1.744676
42.000000,-1.200569
43.000000,-0.652407
44.000000,-0.369748
45.000000,-0.486700
46.000000,-0.991358
47.000000,-1.712526
48.000000,-2.457694
49.000000,-2.643311
50.000000,-2.431341
51.000000,-1.677795
52.000000,-1.183616
53.000000,-0.934982
54.000000,-0.674874
55.000000,-0.446013
56.000000,-0.574248
57.000000,-1.092313
58.000000,-1.141090
59.000000,-1.231487
60.000000,-1.366427
61.000000,-0.788782
62.000000,0.155811
63.000000,1.099752
64.000000,2.102277
65.000000,2.473661
66.000000,1.885205
67.000000,1.019316
68.000000,-0.075646
69.000000,-0.596547
70.000000,-1.028623
71.000000,-1.055457
72.000000,-1.079918
73.000000,-0.739662
74.000000,-0.327438
75.000000,-0.477966
76.000000,-0.662385
77.000000,-1.064727
78.000000,-1.387037
79.000000,-1.355607
80.000000,-1.101855
81.000000,-0.570057
82.000000,-0.026387
83.000000,0.395607
84.000000,0.886006
85.000000,0.450208
86.000000,-0.497771
87.000000,-1.477233
88.000000,-2.609618
89.000000,-2.983640
90.000000,-3.238825
91.000000,-2.889544
92.000000,-2.037730
93.000000,-1.263659
94.000000,-0.866210
95.000000,-0.355422
96.000000,-0.249727
97.000000,-0.505818
98.000000,-0.914015
99.000000,-1.106353
