0.000000,-0.283667
1.000000,-0.425863
2.000000,-1.285532
3.000000,-1.027267
4.000000,-0.917321
5.000000,-1.186447
6.000000,-1.821305
7.000000,-2.476965
8.000000,0.102166
9.000000,0.904564
10.000000,0.383087
11.000000,-0.249185
12.000000,1.009214
13.000000,0.593353
14.000000,-0.905877
15.000000,-0.337089
16.000000,0.563567
17.000000,0.597337
18.000000,-0.870371
19.000000,-1.918858
20.000000,-2.045729
21.000000,-0.217916
22.000000,-0.235483
23.000000,0.096097
24.000000,0.244676
25.000000,0.321719
26.000000,0.098854
27.000000,0.152742
28.000000,-0.113139
29.000000,-0.813596
30.000000,-1.461023
31.000000,-1.275321
32.000000,-0.776524
33.000000,0.002324
34.000000,0.763743
35.000000,1.327109
36.000000,1.586034
37.000000,2.129769
38.000000,1.707475
39.000000,1.350306
40.000000,0.593818
41.000000,-0.116552
42.000000,-0.346191
43.000000,-0.574992
44.000000,-0.772315
45.000000,-0.935748
46.000000,-1.208039
47.000000,-1.525463
48.000000,-2.164257
49.000000,-2.245620
50.000000,-1.887739
51.000000,-1.679558
52.000000,-0.576394
53.000000,0.393656
54.000000,0.816211
55.000000,0.916257
56.000000,0.982445
57.000000,0.911034
58.000000,1.100800
59.000000,1.006471
60.000000,0.021219
61.000000,-0.735707
62.000000,-1.122639
63.000000,-0.621881
64.000000,-0.168535
65.000000,-0.246953
66.000000,0.456823
67.000000,1.228904
68.000000,0.778927
69.000000,0.608910
70.000000,0.575415
71.000000,0.174217
72.000000,0.180611
73.000000,-0.088611
74.000000,0.107931
75.000000,1.405901
76.000000,1.897305
77.000000,1.920113
78.000000,1.209095
79.000000,1.124681
80.000000,0.918024
81.000000,-0.116787
82.000000,-1.043225
83.000000,-1.561781
84.000000,-1.987695
85.000000,-1.238305
86.000000,-0.387757
87.000000,0.635804
88.000000,0.332616
89.000000,0.147966
90.000000,0.665370
91.000000,0.722101
92.000000,0.144832
93.000000,-0.129555
94.000000,-0.767089
95.000000,-1.053341
96.000000,-1.063259
97.000000,-1.063034
98.000000,-1.509856
99.000000,-1.291653
