0.000000 0.438860
1.000000 0.309132
2.000000 0.304269
3.000000 0.388278
4.000000 0.491221
5.000000 0.546344
6.000000 0.568474
7.000000 0.546604
8.000000 0.504926
9.000000 0.384878
10.000000 0.259393
11.000000 0.141168
12.000000 0.020924
13.000000 -0.079612
14.000000 -0.236307
15.000000 -0.272752
16.000000 -0.015416
17.000000 0.365608
18.000000 0.580304
19.000000 0.586362
20.000000 0.518217
21.000000 0.500137
22.000000 0.429938
23.000000 0.285605
24.000000 0.108572
25.000000 0.040262
26.000000 0.063148
27.000000 0.080938
28.000000 0.066422
29.000000 0.026635
30.000000 -0.134594
31.000000 -0.313357
32.000000 -0.454191
33.000000 -0.580881
34.000000 -0.657339
35.000000 -0.721667
36.000000 -0.761205
37.000000 -0.823986
38.000000 -0.867202
39.000000 -0.800946
40.000000 -0.619313
41.000000 -0.466830
42.000000 -0.465552
43.000000 -0.654725
44.000000 -0.857375
45.000000 -0.879021
46.000000 -1.018508
47.000000 -0.990643
48.000000 -0.726193
49.000000 -0.493336
50.000000 -0.426073
51.000000 -0.470093
52.000000 -0.439527
53.000000 -0.528966
54.000000 -0.604441
55.000000 -0.547114
56.000000 -0.257617
57.000000 -0.003267
58.000000 0.085210
59.000000 -0.005434
60.000000 -0.197733
61.000000 -0.292321
62.000000 -0.363834
63.000000 -0.510121
64.000000 -0.577709
65.000000 -0.350877
66.000000 -0.149035
67.000000 -0.165167
68.000000 -0.340335
69.000000 -0.469339
70.000000 -0.635885
71.000000 -0.789780
72.000000 -0.768075
73.000000 -0.420868
74.000000 -0.022703
75.000000 0.223611
76.000000 0.233480
77.000000 0.180206
78.000000 0.161386
79.000000 0.060262
80.000000 -0.007366
81.000000 0.040358
82.000000 0.370608
83.000000 0.558711
84.000000 0.591437
85.000000 0.364118
86.000000 0.126923
87.000000 -0.102939
88.000000 -0.303133
89.000000 -0.167669
90.000000 0.193954
91.000000 0.400537
92.000000 0.292917
93.000000 0.174209
94.000000 0.046669
95.000000 -0.144375
96.000000 -0.172738
97.000000 -0.036824
98.000000 0.180365
99.000000 0.358469
