0.000000 -1.232821
1.000000 -0.070039
2.000000 0.607368
3.000000 1.409889
4.000000 0.824089
5.000000 0.310613
6.000000 -0.073377
7.000000 0.609644
8.000000 1.059298
9.000000 1.476903
10.000000 0.714678
11.000000 -0.152320
12.000000 -0.207295
13.000000 0.169570
14.000000 0.093540
15.000000 0.543943
16.000000 1.553151
17.000000 0.890906
18.000000 0.806744
19.000000 1.832117
20.000000 1.059702
21.000000 0.377537
22.000000 0.141168
23.000000 -0.278386
24.000000 -0.708465
25.000000 -1.346587
26.000000 -0.917811
27.000000 0.413889
28.000000 0.748308
29.000000 0.203474
30.000000 -0.780521
31.000000 -0.890981
32.000000 -1.821413
33.000000 -2.179926
34.000000 -1.589663
35.000000 -0.931483
36.000000 -0.569392
37.000000 0.412225
38.000000 1.038320
39.000000 1.601592
40.000000 0.864972
41.000000 -0.830102
42.000000 -2.244272
43.000000 -2.982374
44.000000 -2.043107
45.000000 -1.034688
46.000000 -0.244437
47.000000 0.248684
48.000000 1.114698
49.000000 0.768374
50.000000 1.136568
51.000000 1.047707
52.000000 1.453368
53.000000 1.886629
54.000000 1.337051
55.000000 1.422742
56.000000 1.518045
57.000000 1.788098
58.000000 1.175055
59.000000 1.061123
60.000000 0.205373
61.000000 -1.235676
62.000000 -1.797044
63.000000 -2.728773
64.000000 -3.424481
65.000000 -2.775526
66.000000 -0.735686
67.000000 -0.015527
68.000000 -0.410563
69.000000 -0.441122
70.000000 -0.085534
71.000000 -0.415831
72.000000 0.247754
73.000000 -0.209390
74.000000 0.112090
75.000000 -0.171631
76.000000 -1.045989
77.000000 -1.207284
78.000000 -1.234738
79.000000 -0.032425
80.000000 -0.054591
81.000000 -0.144864
82.000000 0.657064
83.000000 1.431739
84.000000 0.872000
85.000000 -0.380735
86.000000 -1.828420
87.000000 -2.707422
88.000000 -3.304655
89.000000 -3.177377
90.000000 -2.275907
91.000000 -1.223236
92.000000 -0.692984
93.000000 -1.060045
94.000000 -1.710113
95.000000 -1.637282
96.000000 -0.674839
97.000000 0.258157
98.000000 0.205697
99.000000 -0.527445
